age,education,default,balance,housing,loan,day,campaign,pdays,previous,y,month_num,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,contact_cellular,contact_telephone,poutcome_failure,poutcome_other,poutcome_success
56,1,0,-34,1,1,5,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36,1,0,448,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,1,0,81,1,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44,2,0,144,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,2,0,351,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,3,0,-67,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,0,262,0,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
57,1,0,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
56,0,0,56,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
51,2,0,26,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,0,0,3,1,0,5,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2,0,41,1,1,5,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
52,3,0,7,0,1,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33,2,0,105,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,2,0,818,1,1,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0,-16,1,1,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,2,0,0,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,2,0,2476,1,0,5,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32,2,0,217,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,1685,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,2,0,802,1,1,5,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,0,0,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,2,0,94,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,2,0,0,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,2,0,517,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,2,0,265,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,1,0,947,1,0,5,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2,0,3,1,0,5,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,3,0,42,0,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2,0,37,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,2,0,57,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,2,0,22,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56,1,0,8,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,2,0,293,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,1,0,3,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,1,0,348,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,0,0,-19,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,2,0,0,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,2,0,18,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,1,0,139,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
41,2,0,0,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51,0,0,1883,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,2,0,216,1,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
52,2,0,782,1,0,5,3,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,2,0,904,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0,0,1705,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39,3,0,47,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,2,0,176,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,2,0,1225,1,0,5,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,2,0,86,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26,2,0,82,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,0,271,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
54,2,0,1378,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
50,1,0,0,0,0,5,3,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,1357,1,1,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,0,0,19,1,0,5,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,1,0,434,0,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,2,0,92,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,2,0,1151,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,2,0,41,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,2,0,51,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
54,2,0,214,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,3,0,37,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,2,0,253,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,3,0,211,1,0,5,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,1,0,235,1,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34,2,0,53,1,1,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,0,0,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,0,2127,1,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
33,3,0,377,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
55,3,0,73,1,0,5,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42,2,0,445,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2,0,243,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,2,0,307,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,155,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,3,0,173,0,1,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43,3,0,400,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61,1,0,1428,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,2,0,219,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,3,0,7,1,0,5,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
44,2,0,575,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0,0,298,1,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,2,0,0,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,3,0,176,1,1,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,3,0,517,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39,0,0,257,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,2,0,56,1,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38,2,0,-390,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,330,1,0,5,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
59,1,0,195,0,0,5,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,2,0,301,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,1,0,-41,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,3,0,483,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
47,0,0,28,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,0,0,13,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,1,0,965,0,0,5,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,3,0,378,1,1,5,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,219,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,1,0,324,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,2,0,-69,1,0,5,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,2,0,0,0,1,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48,1,0,278,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,0,0,1065,1,0,5,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
33,3,0,34,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,1033,0,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,1467,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
47,1,0,-12,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,0,0,1827,0,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1,0,627,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,1,0,25,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,315,1,0,5,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,0,0,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,66,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,1,0,-9,1,1,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,2,0,349,1,1,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
38,2,0,0,0,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2,0,434,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
49,3,0,3237,1,0,5,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42,0,0,275,0,0,5,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,2,0,0,1,0,5,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,0,207,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39,2,0,483,1,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,2,0,428,1,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,0,1,1,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2,0,0,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,2,0,140,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
50,3,0,297,1,0,5,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
